629	155	5	4
380	937	5	2
2133	98	5	2
525	1576	5	4
116	1234	5	2
146	892	5	2
1256	387	5	4
2344	1816	5	4
1300	893	5	4
1356	770	5	2
1377	1670	5	0
1002	1829	5	2
2318	1369	5	2
758	791	5	2
799	79	5	4
1906	280	5	1
1644	1574	5	2
712	1659	5	2
712	3	5	2
168	2016	5	0
1608	2050	5	4
1627	1810	5	0
1925	1856	5	3
1925	1318	5	3
525	1529	5	2
340	1864	5	0
116	1721	5	3
1256	1549	5	3
2344	387	5	4
1683	570	5	0
1356	354	5	2
269	954	5	4
996	1016	5	4
1128	2039	5	0
1343	1542	5	0
1962	1164	5	2
978	741	5	3
978	1202	5	2
1974	1492	5	3
937	693	5	0
937	631	5	0
474	796	5	2
714	1597	5	0
254	1300	5	0
799	2073	5	3
963	1562	5	3
168	693	5	0
1381	1558	5	0
1608	517	5	2
343	217	5	3
1627	1642	5	3
258	1477	5	2
2294	1102	5	3
1925	931	5	3
380	368	5	2
212	1711	5	0
525	1308	5	0
1605	760	5	0
146	1514	5	0
1256	1968	5	3
1683	1275	5	0
1377	1820	5	0
269	997	5	4
996	828	5	4
1914	1587	5	0
1343	1103	5	3
1002	892	5	0
978	446	5	3
2318	1429	5	0
937	2045	5	0
937	1726	5	0
474	1406	5	2
474	1873	5	2
758	693	5	0
254	2005	5	0
799	443	5	3
712	2005	5	0
712	983	5	0
168	1553	5	0
1381	1558	5	0
2106	1471	5	3
273	1789	5	2
2116	224	5	0
1038	982	5	2
170	442	5	2
1495	1667	5	0
2294	693	5	3
1925	1214	5	0
1925	2052	5	4
629	1211	5	1
804	1015	5	0
2133	657	5	0
525	1544	5	4
1605	104	5	0
146	389	5	2
1256	2005	5	4
2344	207	5	4
1300	1608	5	2
1356	892	5	2
1377	1817	5	0
269	1581	5	4
996	2028	5	4
1343	378	5	0
1002	1562	5	0
1962	1396	5	2
1525	4	5	2
978	2214	5	2
937	2097	5	4
474	478	5	2
758	1552	5	0
714	2014	5	0
799	698	5	4
712	1176	5	0
1374	1137	5	4
168	274	5	0
1381	1144	5	0
2106	2218	5	0
273	1963	5	2
170	1107	5	2
1495	1580	5	0
340	969	5	0
1332	2040	5	0
1300	2013	5	0
1914	1323	5	0
1128	820	5	0
1002	1554	5	0
1525	346	5	0
978	393	5	2
978	1637	5	2
2318	1646	5	0
937	2044	5	2
937	1622	5	4
474	101	5	2
474	1599	5	2
714	1300	5	0
799	1505	5	3
963	2177	5	3
521	283	5	0
1644	325	5	0
712	1251	5	0
712	1726	5	0
2106	2056	5	0
343	82	5	4
273	1308	5	2
258	1593	5	2
1146	1636	5	2
1038	1330	5	2
1495	1593	5	0
764	837	5	2
764	498	5	0
2009	272	5	2
2009	1344	5	2
764	936	5	0
764	795	5	0
2009	944	5	2
2009	1845	5	4
764	538	5	0
2350	922	5	4
2350	1364	5	4
2350	1176	5	1
2350	240	5	2
2350	478	5	2
2350	1311	5	1
2350	579	5	1
2350	312	5	1
2350	818	5	1
2350	241	5	1
1812	1767	5	4
592	1312	5	2
238	1229	5	2
1033	1335	5	4
1033	291	5	4
1677	1001	5	4
1136	3	5	0
498	791	5	1
748	947	5	2
1	1641	5	4
1246	1700	5	1
1940	1817	5	4
2232	1599	5	0
1249	1037	5	1
667	366	5	2
698	1663	5	4
1519	857	5	2
2138	2155	5	0
957	971	5	4
1260	1619	5	4
789	1499	5	4
2288	1963	5	2
2206	1462	5	4
1380	413	5	4
488	1597	5	2
1760	1211	5	0
660	1491	5	1
1431	1091	5	2
671	1563	5	2
1365	1260	5	2
2073	1778	5	2
2267	1211	5	4
942	267	5	0
786	932	5	4
1845	977	5	4
590	1769	5	2
1327	2057	5	4
438	2038	5	4
189	484	5	4
1620	1646	5	0
2105	770	5	2
1516	1079	5	2
1447	1471	5	2
194	1731	5	0
589	2170	5	4
186	1726	5	4
1355	299	5	4
1470	250	5	1
371	1048	5	2
1099	1762	5	2
62	1647	5	4
38	1279	5	4
2109	2178	5	2
944	1963	5	0
1309	517	5	4
919	217	5	1
383	269	5	2
1292	984	5	0
2175	1183	5	2
754	1588	5	4
883	708	5	4
203	188	5	2
1072	1667	5	0
1055	1194	5	2
2235	641	5	4
308	2036	5	4
200	477	5	0
1870	1448	5	4
358	1382	5	0
213	371	5	2
1345	2077	5	3
51	333	5	4
2266	218	5	0
856	1491	5	3
2003	344	5	1
368	769	5	2
1221	1552	5	4
1357	134	5	4
1357	2046	5	4
499	1807	5	4
1268	1634	5	4
2183	821	5	2
934	1403	5	4
1389	288	5	4
1149	590	5	3
109	2194	5	4
109	2097	5	4
2123	1647	5	0
2141	81	5	4
1971	473	5	4
1455	1825	5	2
126	1666	5	4
332	908	5	4
1200	910	5	2
657	2145	5	4
1512	1392	5	4
1408	296	5	0
1169	1364	5	1
958	1633	5	4
958	1347	5	4
1017	1178	5	2
112	1647	5	4
539	2008	5	2
1252	1037	5	1
645	1597	5	2
2348	1491	5	4
451	158	5	4
415	1667	5	2
1464	795	5	2
1042	2104	5	1
2000	419	5	4
1074	1027	5	4
572	1845	5	0
1410	1740	5	4
507	1975	5	4
556	1014	5	4
938	253	5	2
2149	1214	5	4
1227	1795	5	4
2338	517	5	1
224	136	5	3
224	1716	5	4
1762	1858	5	3
1559	218	5	4
59	769	5	2
15	1086	5	1
1812	1792	5	2
592	1364	5	2
14	1042	5	2
238	1335	5	0
1830	1766	5	2
1033	4	5	0
1672	132	5	3
2046	1291	5	2
498	1796	5	0
1063	1641	5	0
599	1064	5	0
2369	217	5	3
543	1932	5	1
1642	80	5	3
1338	807	5	0
1940	1846	5	3
2232	1342	5	0
698	1721	5	0
698	258	5	0
2212	1814	5	0
789	220	5	3
2288	892	5	0
858	1737	5	3
1655	1642	5	4
1442	224	5	2
1902	331	5	3
2206	773	5	2
1380	1816	5	3
2166	2239	5	3
488	1438	5	2
660	1641	5	0
1431	2147	5	3
1365	1321	5	2
2073	1251	5	3
2220	1714	5	4
942	1144	5	3
341	1844	5	2
697	770	5	2
384	1242	5	0
590	1769	5	2
1585	1394	5	0
1327	790	5	3
1911	1388	5	2
80	343	5	3
1599	442	5	2
2218	1394	5	3
1349	1734	5	3
1540	1313	5	0
1516	735	5	2
20	878	5	2
206	1802	5	1
206	916	5	4
1447	111	5	2
2001	1552	5	2
1713	1319	5	2
589	258	5	0
1584	1251	5	0
1500	1863	5	3
1355	1514	5	2
371	268	5	2
1069	410	5	3
62	1721	5	3
847	1515	5	0
944	1268	5	0
1309	791	5	3
919	977	5	0
419	683	5	3
1887	1216	5	3
1417	1499	5	3
1292	1106	5	0
754	1631	5	2
167	968	5	4
977	971	5	2
287	1666	5	2
176	2157	5	0
728	1636	5	0
839	1758	5	3
716	581	5	3
263	958	5	0
308	2224	5	3
1426	1641	5	4
723	1311	5	2
140	983	5	0
1122	1876	5	4
2131	226	5	0
1277	497	5	2
1277	1493	5	2
856	1531	5	3
2146	792	5	2
1221	297	5	3
175	822	5	0
229	1170	5	3
2199	4	5	0
499	250	5	2
1415	211	5	4
389	2242	5	3
1268	1554	5	2
1012	1147	5	0
1740	982	5	2
1646	1667	5	2
934	267	5	0
1328	1560	5	3
774	342	5	4
1678	565	5	3
1145	1593	5	2
1949	1335	5	3
1452	1272	5	3
9	2005	5	0
1484	1343	5	0
1203	1491	5	0
1868	770	5	0
527	1642	5	2
31	1634	5	4
1731	1312	5	0
1731	841	5	0
651	1164	5	4
651	1434	5	4
651	1749	5	4
1200	2052	5	3
657	1328	5	3
2279	1996	5	3
1633	1824	5	2
347	1272	5	3
2056	838	5	0
2353	2248	5	4
1169	660	5	0
539	1747	5	2
1634	930	5	0
1252	1776	5	2
724	1670	5	2
825	1176	5	2
1179	986	5	2
1308	434	5	0
1699	1376	5	2
645	1593	5	0
2348	1726	5	4
356	1317	5	4
562	769	5	0
690	2086	5	0
415	1593	5	2
700	581	5	1
1042	1499	5	1
572	944	5	0
1410	820	5	1
623	2102	5	3
507	1969	5	3
556	1086	5	2
2317	1183	5	0
1967	2104	5	3
152	495	5	3
1269	227	5	3
2338	1092	5	3
761	1144	5	2
1762	590	5	3
1559	995	5	4
970	1364	5	3
998	1711	5	4
15	572	5	2
1812	542	5	2
295	1035	5	3
592	1518	5	3
1830	1585	5	2
1689	1328	5	3
1033	1764	5	3
1033	1721	5	0
1677	1762	5	3
1063	1721	5	0
599	2206	5	0
2369	1394	5	3
543	1720	5	1
1897	1710	5	1
2036	2054	5	0
1432	1684	5	4
1400	1748	5	0
1246	1065	5	3
326	1635	5	3
1249	1659	5	0
667	1763	5	0
698	1816	5	3
2212	462	5	3
519	243	5	3
2138	621	5	0
957	1622	5	0
858	931	5	3
1655	650	5	0
1902	1906	5	3
1380	1959	5	3
671	238	5	3
1365	1992	5	0
2267	845	5	0
786	235	5	0
341	1774	5	3
1845	1841	5	4
922	111	5	2
1327	1576	5	3
297	208	5	3
878	2058	5	3
1911	355	5	2
1429	1762	5	3
1599	68	5	3
2218	1283	5	3
313	203	5	0
189	1149	5	2
1658	64	5	0
1620	1832	5	0
2105	1318	5	0
1516	1126	5	0
20	1374	5	3
20	1040	5	2
579	1847	5	0
867	1659	5	3
207	371	5	0
691	1634	5	0
206	159	5	0
887	46	5	0
1662	1505	5	3
1359	1635	5	0
1713	1555	5	0
1787	1641	5	3
1584	132	5	3
1500	186	5	3
1355	1954	5	3
1099	983	5	3
1069	1642	5	3
38	1091	5	0
944	1952	5	3
919	551	5	0
1773	186	5	3
1417	1325	5	3
383	238	5	3
754	769	5	2
883	1642	5	3
977	1488	5	2
203	1068	5	2
1448	1810	5	0
928	1176	5	3
408	228	5	4
1072	1622	5	0
728	1683	5	0
333	1144	5	0
21	1394	5	3
346	298	5	3
1055	186	5	0
200	494	5	0
1426	770	5	2
723	387	5	3
1870	1879	5	3
358	1155	5	3
140	289	5	3
2368	1371	5	3
1122	1375	5	3
1122	1731	5	3
1501	1419	5	0
213	1356	5	2
1345	2242	5	3
51	1653	5	3
1189	1635	5	3
1277	615	5	2
1277	1416	5	2
1221	1251	5	3
1357	1748	5	3
1357	2052	5	3
1357	982	5	3
499	1371	5	3
1646	770	5	2
2183	1328	5	3
1389	1216	5	3
1328	2011	5	3
1149	1275	5	3
1455	1598	5	0
1203	1552	5	0
1868	1721	5	3
527	770	5	0
126	362	5	0
2240	770	5	2
1731	1711	5	3
1731	1797	5	3
651	332	5	3
651	226	5	0
651	1056	5	0
1379	626	5	2
1016	217	5	3
1016	1814	5	3
1408	213	5	3
1633	219	5	2
347	1550	5	3
162	1056	5	0
1169	248	5	0
958	72	5	3
958	2257	5	3
958	590	5	3
1017	793	5	3
1252	1674	5	2
724	1454	5	0
825	1403	5	0
1685	1552	5	3
1308	1549	5	0
1308	781	5	0
1527	1969	5	3
690	2069	5	3
415	1659	5	0
1464	2005	5	0
700	1723	5	0
1042	258	5	2
1067	278	5	4
2000	1698	5	3
1074	1294	5	3
1956	2077	5	3
1709	1767	5	3
1410	1647	5	3
1410	2005	5	1
556	892	5	0
152	851	5	3
938	1260	5	3
2149	1251	5	3
1227	449	5	2
2338	186	5	3
746	2005	5	0
59	2008	5	2
998	1485	5	1
15	1634	5	2
1812	1737	5	2
295	1430	5	4
592	1667	5	2
14	1632	5	1
1350	807	5	0
1033	1251	5	2
1136	1496	5	0
1672	818	5	4
2046	1229	5	2
1934	769	5	2
543	784	5	4
1338	465	5	4
2036	769	5	2
1	1549	5	0
326	1342	5	4
1940	241	5	4
2232	910	5	0
667	892	5	2
957	1907	5	4
1260	907	5	4
789	1632	5	0
1655	428	5	4
1902	183	5	4
2206	1047	5	4
488	821	5	2
1760	261	5	0
1431	1814	5	2
1365	1675	5	2
414	1635	5	3
2267	523	5	0
2220	1723	5	4
942	295	5	3
942	72	5	0
786	1392	5	1
1845	1876	5	4
697	1121	5	2
922	1491	5	2
1327	807	5	3
1793	1387	5	4
297	1682	5	4
1911	820	5	4
1429	925	5	2
1599	1585	5	2
2218	72	5	4
438	168	5	4
438	127	5	4
313	1963	5	1
189	930	5	2
1349	1549	5	2
1349	2124	5	4
375	2081	5	0
2105	1981	5	2
20	1772	5	2
207	1335	5	2
691	12	5	0
588	1795	5	2
2211	1770	5	2
206	1697	5	4
1447	1329	5	2
1662	186	5	4
1359	412	5	0
1713	295	5	1
1584	23	5	4
1500	1774	5	4
1470	1370	5	1
1099	1667	5	2
1069	459	5	4
1069	1387	5	4
62	1642	5	4
62	1524	5	4
2109	1753	5	2
944	462	5	0
1309	1772	5	2
1773	1814	5	3
419	13	5	0
1887	744	5	0
1142	1485	5	4
1292	982	5	0
167	1867	5	4
167	126	5	4
977	1652	5	2
203	213	5	2
928	1251	5	1
408	1463	5	4
728	1693	5	2
839	1068	5	2
333	832	5	0
2335	541	5	0
21	1907	5	3
1055	1647	5	0
2235	581	5	4
390	1137	5	0
1870	314	5	4
2368	1473	5	1
1122	1100	5	4
1122	87	5	4
1912	1176	5	0
1481	1368	5	0
1501	352	5	0
213	1352	5	2
1345	1164	5	3
51	1481	5	0
1189	250	5	2
1277	603	5	2
2237	2079	5	2
368	1370	5	0
229	1959	5	3
2199	1800	5	0
1720	215	5	4
1268	94	5	2
1012	690	5	1
1319	1037	5	2
512	250	5	2
1328	1738	5	4
109	451	5	4
2123	1364	5	0
2141	300	5	4
689	1615	5	0
9	1555	5	0
1455	1056	5	0
31	237	5	4
126	2203	5	0
1731	2215	5	0
332	692	5	4
651	1694	5	4
651	1102	5	4
1379	1387	5	2
657	296	5	4
1016	1392	5	0
1016	462	5	4
1068	473	5	0
2130	231	5	2
1633	1641	5	2
2056	346	5	0
958	289	5	4
1634	1304	5	4
724	2108	5	4
724	773	5	4
825	911	5	2
1685	892	5	2
1308	1452	5	1
1699	1380	5	2
2348	1964	5	4
562	769	5	1
451	1906	5	4
451	1565	5	4
415	1585	5	2
1089	845	5	1
1089	1789	5	4
700	1175	5	1
2000	1683	5	4
507	321	5	4
556	255	5	1
1967	1377	5	0
152	541	5	3
2149	1251	5	4
2338	1251	5	0
2338	217	5	0
1762	2005	5	3
1559	549	5	4
746	930	5	0
970	253	5	2
998	1087	5	4
998	1484	5	4
15	1370	5	2
592	770	5	2
14	1111	5	2
1350	660	5	0
1689	73	5	4
1033	1740	5	0
1677	101	5	4
1136	94	5	0
1745	1144	5	4
498	1251	5	0
1063	1726	5	4
748	982	5	0
1642	932	5	0
1338	2178	5	0
1897	1710	5	4
2108	220	5	4
2036	1254	5	2
97	1408	5	1
1400	727	5	2
1940	2036	5	3
2232	1425	5	0
1249	1453	5	1
667	1579	5	2
1519	810	5	2
519	860	5	2
957	1797	5	1
1900	1671	5	2
789	1959	5	3
2206	1514	5	4
1380	1149	5	1
488	1731	5	2
1760	1748	5	0
660	818	5	0
1431	462	5	3
2073	2078	5	0
2267	1443	5	0
2220	436	5	4
922	1454	5	2
384	1214	5	0
590	1523	5	2
1585	1319	5	0
1327	1576	5	3
2218	2056	5	3
189	1846	5	2
189	1675	5	2
1620	1086	5	0
20	1847	5	2
867	1726	5	2
691	1745	5	0
588	821	5	0
206	1104	5	4
1447	354	5	2
887	1191	5	0
1787	1643	5	2
589	766	5	0
1584	1585	5	0
1470	770	5	1
371	1182	5	2
1069	423	5	4
847	2190	5	0
944	1211	5	0
1309	813	5	3
919	845	5	0
1887	683	5	0
1142	906	5	4
383	1962	5	2
754	1701	5	2
1784	1491	5	2
728	1510	5	2
728	1008	5	2
333	1308	5	0
2335	1334	5	0
308	1273	5	4
1426	1640	5	4
723	1587	5	2
358	1459	5	0
140	1319	5	0
2368	2005	5	0
1122	1731	5	4
357	1314	5	0
1854	1597	5	2
1501	152	5	0
213	1777	5	2
1345	451	5	3
51	1459	5	3
51	199	5	3
1277	1312	5	2
1277	497	5	2
856	462	5	3
2237	1037	5	2
1221	618	5	3
229	1087	5	3
2199	268	5	0
499	94	5	2
1646	880	5	2
2183	2005	5	0
512	821	5	2
1678	2058	5	3
109	463	5	0
1077	412	5	2
689	791	5	3
1484	1477	5	0
527	1209	5	1
31	1627	5	4
1731	1615	5	0
332	1723	5	4
651	971	5	4
1200	1856	5	3
657	2114	5	4
1408	789	5	0
2130	1738	5	2
1403	1740	5	0
1633	2078	5	2
162	72	5	0
1017	1007	5	0
1634	1618	5	0
1252	833	5	2
1685	1966	5	3
1179	1007	5	2
1308	2054	5	0
1699	801	5	2
451	1658	5	4
1101	1595	5	2
1042	846	5	1
1067	2197	5	4
1074	154	5	3
376	929	5	2
648	1624	5	0
572	296	5	0
623	667	5	4
507	2077	5	4
2317	1577	5	0
938	1817	5	0
156	186	5	3
1227	1630	5	4
2338	772	5	3
224	1716	5	3
761	253	5	2
236	711	5	2
59	1667	5	2
998	231	5	4
293	357	5	0
1705	1124	5	0
950	1395	5	0
1869	1260	5	0
73	1395	5	4
888	1013	5	4
1735	2018	5	0
1330	1214	5	4
630	1737	5	0
475	478	5	2
2070	1319	5	4
1991	593	5	2
197	1209	5	2
2254	916	5	0
702	2008	5	0
1753	1659	5	4
490	2042	5	0
1282	1356	5	4
1140	1312	5	1
1396	1224	5	0
598	389	5	2
1011	1394	5	0
1337	80	5	1
1989	406	5	1
1384	1047	5	4
897	1635	5	4
959	2208	5	1
670	1194	5	0
223	2160	5	4
1737	1312	5	4
1473	927	5	2
1847	995	5	4
802	283	5	0
1305	1205	5	4
1684	389	5	2
1370	1710	5	2
726	788	5	0
2308	1811	5	2
1478	2044	5	0
2180	2005	5	2
1080	410	5	2
1080	538	5	2
950	1740	5	0
2065	1327	5	0
161	456	5	0
2070	1145	5	2
1991	1676	5	0
1053	1689	5	0
2323	301	5	2
1198	1704	5	0
1214	298	5	0
417	1066	5	1
266	1205	5	3
1396	623	5	0
598	382	5	3
2107	492	5	2
1337	468	5	0
1399	1250	5	0
1989	2263	5	2
428	771	5	0
1561	1211	5	0
1965	2094	5	4
1965	2006	5	4
1950	1016	5	4
1636	1106	5	2
223	463	5	0
1847	1990	5	3
2007	544	5	2
1684	242	5	0
1370	1622	5	2
726	2027	5	0
293	227	5	0
1478	2044	5	0
2076	762	5	2
460	2063	5	0
950	433	5	3
1869	1387	5	0
888	1764	5	3
1954	2228	5	3
635	621	5	0
475	770	5	0
60	1364	5	2
1991	1312	5	0
1053	1037	5	0
2075	729	5	0
702	1312	5	0
1198	1005	5	0
417	1475	5	1
2263	401	5	2
490	1347	5	0
1282	2119	5	4
1140	807	5	0
1396	79	5	3
598	1954	5	3
1337	1869	5	0
1337	795	5	0
1399	770	5	0
1989	803	5	2
1517	714	5	0
40	1593	5	0
1119	1228	5	3
1561	1710	5	0
1384	1554	5	3
409	1819	5	0
1965	500	5	3
897	1205	5	0
2215	581	5	3
670	1956	5	0
223	1963	5	0
1737	1379	5	3
2007	2251	5	2
1305	1716	5	2
1684	1642	5	3
2308	983	5	0
757	382	5	2
1226	998	5	4
2076	2044	5	1
460	543	5	0
460	181	5	0
2180	346	5	2
1705	1069	5	0
1080	1803	5	2
2071	1857	5	1
950	1647	5	0
1869	234	5	0
888	1403	5	2
2070	200	5	4
1053	974	5	2
197	1555	5	2
1198	1312	5	0
417	304	5	1
266	517	5	2
490	2044	5	0
1140	1166	5	1
1396	299	5	0
598	617	5	0
2107	492	5	2
1011	936	5	0
1337	2042	5	0
1337	296	5	0
1337	828	5	0
2157	591	5	0
1517	203	5	0
1561	1626	5	0
409	132	5	2
1174	323	5	1
1636	621	5	2
1737	1936	5	2
1473	1366	5	2
1847	277	5	0
2007	1824	5	2
802	382	5	0
1370	251	5	2
726	1305	5	0
2308	1604	5	0
757	630	5	2
1226	785	5	4
1080	516	5	2
1080	1856	5	2
2071	1814	5	1
276	639	5	0
888	1752	5	0
1735	106	5	0
630	1443	5	0
161	2107	5	0
2070	111	5	2
1991	1054	5	0
1053	1781	5	2
2323	527	5	2
2254	1656	5	0
694	1708	5	0
1198	1701	5	0
1753	2050	5	1
2055	1312	5	0
490	2045	5	0
1140	1312	5	1
598	711	5	0
1517	888	5	0
40	792	5	0
428	1646	5	0
2097	2213	5	0
1965	1011	5	4
1965	1690	5	4
147	267	5	1
1950	1110	5	4
1950	2258	5	4
831	2056	5	0
670	955	5	0
1473	286	5	2
802	267	5	0
1305	286	5	1
1684	389	5	2
726	494	5	0
2308	346	5	0
757	283	5	2
577	373	5	2
656	1560	5	1
577	492	5	2
656	1172	5	0
577	101	5	2
656	469	5	4
577	492	5	2
656	545	5	4
656	599	5	4
577	880	5	2
2249	714	5	3
68	110	5	2
1996	1347	5	3
1024	1276	5	4
68	1641	5	0
1996	1856	5	3
2249	1176	5	3
673	295	5	3
68	1744	5	0
673	1605	5	3
2249	1772	5	3
1024	1962	5	4
1024	1745	5	4
673	983	5	3
1996	719	5	3
1667	1789	5	0
1707	379	5	4
1490	1317	5	2
129	1416	5	4
1697	1521	5	4
17	1996	5	1
736	1797	5	2
727	802	5	2
2252	774	5	4
1621	1797	5	1
779	2092	5	4
1485	386	5	4
1826	1276	5	0
1577	1639	5	2
184	947	5	4
1456	1229	5	2
454	394	5	1
1085	820	5	4
1085	469	5	4
1235	397	5	2
2126	1748	5	3
964	2141	5	2
1667	286	5	0
1667	388	5	0
1707	1956	5	3
302	987	5	0
1444	394	5	0
2022	1870	5	0
1490	144	5	3
659	1867	5	2
744	388	5	0
1460	878	5	3
1697	162	5	3
1137	538	5	2
17	721	5	0
1938	432	5	0
1706	342	5	4
1706	2001	5	4
7	1294	5	2
779	205	5	4
779	596	5	4
105	692	5	0
1485	1785	5	2
1638	2097	5	0
1015	1794	5	0
1283	2080	5	0
1577	1595	5	2
184	1864	5	3
1586	2033	5	3
1376	473	5	0
537	1216	5	0
537	1202	5	2
666	1586	5	2
666	821	5	2
1804	1317	5	0
547	1797	5	0
1085	1659	5	3
1932	816	5	0
1829	2039	5	3
1235	899	5	0
1422	1790	5	0
2126	72	5	3
964	1311	5	0
396	1795	5	3
302	117	5	0
659	410	5	3
1460	1048	5	3
1697	807	5	3
1697	656	5	3
736	387	5	2
1938	1189	5	0
2104	601	5	0
516	46	5	0
105	1233	5	3
1638	2097	5	0
1826	1400	5	3
388	295	5	0
413	1796	5	0
1283	759	5	0
1577	1369	5	2
99	2219	5	0
1747	547	5	0
1155	380	5	0
1376	1690	5	0
537	2005	5	3
547	1505	5	3
1085	943	5	3
1932	416	5	0
1829	394	5	3
1235	899	5	2
1422	262	5	2
2126	1585	5	2
621	2220	5	4
2022	3	5	0
1490	1700	5	2
659	393	5	4
744	291	5	0
1137	903	5	2
17	1233	5	0
1938	2032	5	0
2104	893	5	0
2159	185	5	4
516	1641	5	2
1621	1793	5	1
7	394	5	2
105	628	5	1
372	901	5	2
1283	1278	5	2
833	1023	5	4
1791	1619	5	4
184	1150	5	2
1456	770	5	2
2277	394	5	0
740	1311	5	0
537	496	5	4
547	383	5	0
547	1667	5	0
454	1593	5	2
1085	817	5	4
1085	1908	5	4
1829	1793	5	0
1235	390	5	2
1422	1790	5	2
964	2213	5	2
1667	387	5	0
1707	387	5	3
1322	386	5	2
621	1335	5	3
744	493	5	0
1460	1251	5	3
17	1794	5	0
736	1907	5	2
1938	954	5	0
2104	387	5	0
2159	2244	5	2
1706	866	5	4
1706	393	5	4
1621	470	5	2
1638	2097	5	0
1826	2147	5	3
372	841	5	2
388	1394	5	0
1283	1278	5	0
833	751	5	4
1586	1640	5	3
2277	1329	5	0
1376	1532	5	0
537	1863	5	4
537	297	5	4
666	821	5	2
1804	1732	5	2
1085	559	5	4
1085	2220	5	4
1932	1319	5	0
2050	1526	5	2
850	1552	5	4
850	2104	5	4
199	626	5	0
902	1817	5	4
1948	260	5	2
6	1783	5	4
441	442	5	4
976	2195	5	4
1054	903	5	2
1054	1149	5	2
811	1	5	4
1430	387	5	4
2274	623	5	4
245	1064	5	2
871	1387	5	3
850	1392	5	3
199	1764	5	3
1939	1043	5	3
1939	15	5	3
2195	1023	5	3
441	708	5	3
976	1930	5	0
976	933	5	0
5	79	5	3
871	1064	5	3
1712	389	5	3
2050	869	5	0
199	943	5	3
902	787	5	3
902	1572	5	3
1939	2079	5	3
1939	1505	5	3
6	1392	5	3
6	1230	5	3
47	759	5	3
976	258	5	0
976	389	5	0
1901	2011	5	3
1430	2067	5	3
245	581	5	0
2191	1505	5	3
871	672	5	3
850	1737	5	0
199	834	5	0
902	1816	5	4
902	578	5	4
1948	1151	5	2
6	1133	5	2
6	492	5	2
976	507	5	4
811	1966	5	0
1430	578	5	4
1712	2005	5	0
2050	2058	5	0
850	1737	5	3
850	1815	5	3
902	492	5	2
1939	217	5	0
1939	267	5	0
6	580	5	2
5	606	5	3
1901	2152	5	2
2191	1817	5	0
990	587	5	4
536	922	5	4
1217	2070	5	0
483	2190	5	4
972	2190	5	4
3	79	5	0
2083	2044	5	4
485	1980	5	4
2145	1811	5	2
962	157	5	4
962	1453	5	4
962	926	5	4
962	1723	5	4
962	296	5	4
1270	748	5	2
1758	1817	5	4
720	1242	5	4
822	435	5	4
2256	458	5	4
1690	458	5	4
1778	1008	5	2
1578	1133	5	4
2121	2174	5	4
1622	1932	5	4
855	623	5	0
1056	203	5	0
85	2252	5	3
