1870	1879	5
358	1155	5
140	289	5
2368	1371	5
1122	1375	5
1122	1731	5
1501	1419	5
213	1356	5
1345	2242	5
51	1653	5
1189	1635	5
1277	615	5
1277	1416	5
1221	1251	5
1357	1748	5
1357	2052	5
1357	982	5
499	1371	5
1646	770	5
2183	1328	5
1389	1216	5
1328	2011	5
1149	1275	5
1455	1598	5
1203	1552	5
1868	1721	5
527	770	5
126	362	5
2240	770	5
1731	1711	5
1731	1797	5
651	332	5
651	226	5
651	1056	5
1379	626	5
1016	217	5
1016	1814	5
1408	213	5
1633	219	5
347	1550	5
162	1056	5
1169	248	5
958	72	5
958	2257	5
958	590	5
1017	793	5
1252	1674	5
724	1454	5
825	1403	5
1685	1552	5
1308	1549	5
1308	781	5
1527	1969	5
690	2069	5
415	1659	5
1464	2005	5
700	1723	5
1042	258	5
1067	278	5
2000	1698	5
1074	1294	5
1956	2077	5
1709	1767	5
1410	1647	5
1410	2005	5
556	892	5
152	851	5
938	1260	5
2149	1251	5
1227	449	5
2338	186	5
746	2005	5
59	2008	5
998	1485	5
15	1634	5
1812	1737	5
295	1430	5
592	1667	5
14	1632	5
1350	807	5
1033	1251	5
1136	1496	5
1672	818	5
2046	1229	5
1934	769	5
543	784	5
1338	465	5
2036	769	5
1	1549	5
326	1342	5
1940	241	5
2232	910	5
667	892	5
957	1907	5
1260	907	5
789	1632	5
1655	428	5
1902	183	5
2206	1047	5
488	821	5
1760	261	5
1431	1814	5
1365	1675	5
414	1635	5
2267	523	5
2220	1723	5
942	295	5
942	72	5
786	1392	5
1845	1876	5
697	1121	5
922	1491	5
1327	807	5
1793	1387	5
297	1682	5
1911	820	5
1429	925	5
1599	1585	5
2218	72	5
438	168	5
438	127	5
313	1963	5
189	930	5
1349	1549	5
1349	2124	5
375	2081	5
2105	1981	5
20	1772	5
207	1335	5
691	12	5
588	1795	5
2211	1770	5
206	1697	5
1447	1329	5
1662	186	5
1359	412	5
1713	295	5
1584	23	5
1500	1774	5
1470	1370	5
1099	1667	5
1069	459	5
1069	1387	5
62	1642	5
62	1524	5
2109	1753	5
944	462	5
1309	1772	5
1773	1814	5
419	13	5
1887	744	5
1142	1485	5
1292	982	5
167	1867	5
167	126	5
977	1652	5
203	213	5
928	1251	5
408	1463	5
728	1693	5
839	1068	5
333	832	5
2335	541	5
21	1907	5
1055	1647	5
2235	581	5
390	1137	5
1870	314	5
2368	1473	5
1122	1100	5
1122	87	5
1912	1176	5
1481	1368	5
1501	352	5
213	1352	5
1345	1164	5
51	1481	5
1189	250	5
1277	603	5
2237	2079	5
368	1370	5
229	1959	5
2199	1800	5
1720	215	5
1268	94	5
1012	690	5
1319	1037	5
512	250	5
1328	1738	5
109	451	5
2123	1364	5
2141	300	5
689	1615	5
9	1555	5
1455	1056	5
31	237	5
126	2203	5
1731	2215	5
332	692	5
651	1694	5
651	1102	5
1379	1387	5
657	296	5
1016	1392	5
1016	462	5
1068	473	5
2130	231	5
1633	1641	5
2056	346	5
958	289	5
1634	1304	5
724	2108	5
724	773	5
825	911	5
1685	892	5
1308	1452	5
1699	1380	5
2348	1964	5
562	769	5
451	1906	5
451	1565	5
415	1585	5
1089	845	5
1089	1789	5
700	1175	5
2000	1683	5
507	321	5
556	255	5
1967	1377	5
152	541	5
2149	1251	5
2338	1251	5
2338	217	5
1762	2005	5
1559	549	5
746	930	5
970	253	5
998	1087	5
998	1484	5
15	1370	5
592	770	5
14	1111	5
1350	660	5
1689	73	5
1033	1740	5
1677	101	5
1136	94	5
1745	1144	5
498	1251	5
1063	1726	5
748	982	5
1642	932	5
1338	2178	5
1897	1710	5
2108	220	5
2036	1254	5
97	1408	5
1400	727	5
1940	2036	5
2232	1425	5
1249	1453	5
667	1579	5
1519	810	5
519	860	5
957	1797	5
1900	1671	5
789	1959	5
2206	1514	5
1380	1149	5
488	1731	5
1760	1748	5
660	818	5
1431	462	5
2073	2078	5
2267	1443	5
2220	436	5
922	1454	5
384	1214	5
590	1523	5
1585	1319	5
1327	1576	5
2218	2056	5
189	1846	5
189	1675	5
1620	1086	5
20	1847	5
867	1726	5
691	1745	5
588	821	5
206	1104	5
1447	354	5
887	1191	5
1787	1643	5
589	766	5
1584	1585	5
1470	770	5
371	1182	5
1069	423	5
847	2190	5
944	1211	5
1309	813	5
919	845	5
1887	683	5
1142	906	5
383	1962	5
754	1701	5
1784	1491	5
728	1510	5
728	1008	5
333	1308	5
2335	1334	5
308	1273	5
1426	1640	5
723	1587	5
358	1459	5
140	1319	5
2368	2005	5
1122	1731	5
357	1314	5
1854	1597	5
1501	152	5
213	1777	5
1345	451	5
51	1459	5
51	199	5
1277	1312	5
1277	497	5
856	462	5
2237	1037	5
1221	618	5
229	1087	5
2199	268	5
499	94	5
1646	880	5
2183	2005	5
512	821	5
1678	2058	5
109	463	5
1077	412	5
689	791	5
1484	1477	5
527	1209	5
31	1627	5
1731	1615	5
332	1723	5
651	971	5
1200	1856	5
657	2114	5
1408	789	5
2130	1738	5
1403	1740	5
1633	2078	5
162	72	5
1017	1007	5
1634	1618	5
1252	833	5
1685	1966	5
1179	1007	5
1308	2054	5
1699	801	5
451	1658	5
1101	1595	5
1042	846	5
1067	2197	5
1074	154	5
376	929	5
648	1624	5
572	296	5
623	667	5
507	2077	5
2317	1577	5
938	1817	5
156	186	5
1227	1630	5
2338	772	5
224	1716	5
761	253	5
236	711	5
59	1667	5
998	231	5
293	357	5
1705	1124	5
950	1395	5
1869	1260	5
73	1395	5
888	1013	5
1735	2018	5
1330	1214	5
630	1737	5
475	478	5
2070	1319	5
1991	593	5
197	1209	5
2254	916	5
702	2008	5
1753	1659	5
490	2042	5
1282	1356	5
1140	1312	5
1396	1224	5
598	389	5
1011	1394	5
1337	80	5
1989	406	5
1384	1047	5
897	1635	5
959	2208	5
670	1194	5
223	2160	5
1737	1312	5
1473	927	5
1847	995	5
802	283	5
1305	1205	5
1684	389	5
1370	1710	5
726	788	5
2308	1811	5
1478	2044	5
2180	2005	5
1080	410	5
1080	538	5
950	1740	5
2065	1327	5
161	456	5
2070	1145	5
1991	1676	5
1053	1689	5
2323	301	5
1198	1704	5
1214	298	5
417	1066	5
266	1205	5
1396	623	5
598	382	5
2107	492	5
1337	468	5
1399	1250	5
1989	2263	5
428	771	5
1561	1211	5
1965	2094	5
1965	2006	5
1950	1016	5
1636	1106	5
223	463	5
1847	1990	5
2007	544	5
1684	242	5
1370	1622	5
726	2027	5
293	227	5
1478	2044	5
2076	762	5
460	2063	5
950	433	5
1869	1387	5
888	1764	5
1954	2228	5
635	621	5
475	770	5
60	1364	5
1991	1312	5
1053	1037	5
2075	729	5
702	1312	5
1198	1005	5
417	1475	5
2263	401	5
490	1347	5
1282	2119	5
1140	807	5
1396	79	5
598	1954	5
1337	1869	5
1337	795	5
1399	770	5
1989	803	5
1517	714	5
40	1593	5
1119	1228	5
1561	1710	5
1384	1554	5
409	1819	5
1965	500	5
897	1205	5
2215	581	5
670	1956	5
223	1963	5
1737	1379	5
2007	2251	5
1305	1716	5
1684	1642	5
2308	983	5
757	382	5
1226	998	5
2076	2044	5
460	543	5
460	181	5
2180	346	5
1705	1069	5
1080	1803	5
2071	1857	5
950	1647	5
1869	234	5
888	1403	5
2070	200	5
1053	974	5
197	1555	5
1198	1312	5
417	304	5
266	517	5
490	2044	5
1140	1166	5
1396	299	5
598	617	5
2107	492	5
1011	936	5
1337	2042	5
1337	296	5
1337	828	5
2157	591	5
1517	203	5
1561	1626	5
409	132	5
1174	323	5
1636	621	5
1737	1936	5
1473	1366	5
1847	277	5
2007	1824	5
802	382	5
1370	251	5
726	1305	5
2308	1604	5
757	630	5
1226	785	5
1080	516	5
1080	1856	5
2071	1814	5
276	639	5
888	1752	5
1735	106	5
630	1443	5
161	2107	5
2070	111	5
1991	1054	5
1053	1781	5
2323	527	5
2254	1656	5
694	1708	5
1198	1701	5
1753	2050	5
2055	1312	5
490	2045	5
1140	1312	5
598	711	5
1517	888	5
40	792	5
428	1646	5
2097	2213	5
1965	1011	5
1965	1690	5
147	267	5
1950	1110	5
1950	2258	5
831	2056	5
670	955	5
1473	286	5
802	267	5
1305	286	5
1684	389	5
726	494	5
2308	346	5
757	283	5
577	373	5
656	1560	5
577	492	5
656	1172	5
577	101	5
656	469	5
577	492	5
656	545	5
656	599	5
577	880	5
2249	714	5
68	110	5
1996	1347	5
1024	1276	5
68	1641	5
1996	1856	5
2249	1176	5
673	295	5
68	1744	5
673	1605	5
2249	1772	5
1024	1962	5
1024	1745	5
673	983	5
1996	719	5
1667	1789	5
1707	379	5
1490	1317	5
129	1416	5
1697	1521	5
17	1996	5
736	1797	5
727	802	5
2252	774	5
1621	1797	5
779	2092	5
1485	386	5
1826	1276	5
1577	1639	5
184	947	5
1456	1229	5
454	394	5
1085	820	5
1085	469	5
1235	397	5
2126	1748	5
964	2141	5
1667	286	5
1667	388	5
1707	1956	5
302	987	5
1444	394	5
2022	1870	5
1490	144	5
659	1867	5
744	388	5
1460	878	5
1697	162	5
1137	538	5
17	721	5
1938	432	5
1706	342	5
1706	2001	5
7	1294	5
779	205	5
779	596	5
105	692	5
1485	1785	5
1638	2097	5
1015	1794	5
1283	2080	5
1577	1595	5
184	1864	5
1586	2033	5
1376	473	5
537	1216	5
537	1202	5
666	1586	5
666	821	5
1804	1317	5
547	1797	5
1085	1659	5
1932	816	5
1829	2039	5
1235	899	5
1422	1790	5
2126	72	5
964	1311	5
396	1795	5
302	117	5
659	410	5
1460	1048	5
1697	807	5
1697	656	5
736	387	5
1938	1189	5
2104	601	5
516	46	5
105	1233	5
1638	2097	5
1826	1400	5
388	295	5
413	1796	5
1283	759	5
1577	1369	5
99	2219	5
1747	547	5
1155	380	5
1376	1690	5
537	2005	5
547	1505	5
1085	943	5
1932	416	5
1829	394	5
1235	899	5
1422	262	5
2126	1585	5
621	2220	5
2022	3	5
1490	1700	5
659	393	5
744	291	5
1137	903	5
17	1233	5
1938	2032	5
2104	893	5
2159	185	5
516	1641	5
1621	1793	5
7	394	5
105	628	5
372	901	5
1283	1278	5
833	1023	5
1791	1619	5
184	1150	5
1456	770	5
2277	394	5
740	1311	5
537	496	5
547	383	5
547	1667	5
454	1593	5
1085	817	5
1085	1908	5
1829	1793	5
1235	390	5
1422	1790	5
964	2213	5
1667	387	5
1707	387	5
1322	386	5
621	1335	5
744	493	5
1460	1251	5
17	1794	5
736	1907	5
1938	954	5
2104	387	5
2159	2244	5
1706	866	5
1706	393	5
1621	470	5
1638	2097	5
1826	2147	5
372	841	5
388	1394	5
1283	1278	5
833	751	5
1586	1640	5
2277	1329	5
1376	1532	5
537	1863	5
537	297	5
666	821	5
1804	1732	5
1085	559	5
1085	2220	5
1932	1319	5
2050	1526	5
850	1552	5
850	2104	5
199	626	5
902	1817	5
1948	260	5
6	1783	5
441	442	5
976	2195	5
1054	903	5
1054	1149	5
811	1	5
1430	387	5
2274	623	5
245	1064	5
871	1387	5
850	1392	5
199	1764	5
1939	1043	5
1939	15	5
2195	1023	5
441	708	5
976	1930	5
976	933	5
5	79	5
871	1064	5
1712	389	5
2050	869	5
199	943	5
902	787	5
902	1572	5
1939	2079	5
1939	1505	5
6	1392	5
6	1230	5
47	759	5
976	258	5
976	389	5
1901	2011	5
1430	2067	5
245	581	5
2191	1505	5
871	672	5
850	1737	5
199	834	5
902	1816	5
902	578	5
1948	1151	5
6	1133	5
6	492	5
976	507	5
811	1966	5
1430	578	5
1712	2005	5
2050	2058	5
850	1737	5
850	1815	5
902	492	5
1939	217	5
1939	267	5
6	580	5
5	606	5
1901	2152	5
2191	1817	5
990	587	5
536	922	5
1217	2070	5
483	2190	5
972	2190	5
3	79	5
2083	2044	5
485	1980	5
2145	1811	5
962	157	5
962	1453	5
962	926	5
962	1723	5
962	296	5
1270	748	5
1758	1817	5
720	1242	5
822	435	5
2256	458	5
1690	458	5
1778	1008	5
1578	1133	5
2121	2174	5
1622	1932	5
855	623	5
1056	203	5
85	2252	5
2219	1392	5
483	562	5
708	2040	5
1492	2077	5
485	2105	5
558	2041	5
1476	832	5
502	1821	5
2145	1392	5
962	976	5
962	1789	5
962	1150	5
962	2036	5
1414	2052	5
195	772	5
720	1068	5
822	1641	5
2256	326	5
2184	1818	5
692	2195	5
1778	539	5
240	38	5
1909	1395	5
1909	12	5
534	1170	5
2121	282	5
1915	1721	5
855	794	5
536	2116	5
1998	2257	5
72	282	5
1263	1959	5
34	1421	5
3	1955	5
1492	2033	5
328	2139	5
1663	2228	5
1593	571	5
485	971	5
558	886	5
558	157	5
502	708	5
74	2232	5
962	389	5
962	791	5
962	1438	5
1414	1377	5
1270	1812	5
195	2176	5
1800	1061	5
720	3	5
210	1891	5
2256	388	5
2256	2047	5
1114	1064	5
1529	182	5
1909	2203	5
534	2176	5
1578	1272	5
2121	1218	5
1622	1422	5
536	2160	5
1217	72	5
1926	2197	5
1926	463	5
1263	2195	5
708	1431	5
34	86	5
34	2199	5
1492	926	5
328	1392	5
1663	222	5
1593	1559	5
485	1211	5
455	540	5
1476	1605	5
502	1811	5
962	1347	5
962	169	5
962	2087	5
962	989	5
1414	1580	5
1270	462	5
195	215	5
1800	346	5
1758	1814	5
720	442	5
439	1403	5
2256	99	5
2256	1611	5
444	205	5
1690	1048	5
2080	1092	5
1529	795	5
1909	2056	5
1915	1713	5
855	936	5
536	275	5
1998	1155	5
2219	483	5
72	853	5
1926	201	5
1926	1454	5
1263	2029	5
1263	128	5
483	1275	5
708	345	5
1492	321	5
2083	483	5
1593	1301	5
485	389	5
558	234	5
455	915	5
1476	221	5
502	1069	5
2145	1815	5
962	389	5
962	627	5
962	1552	5
1800	1242	5
720	1964	5
210	2155	5
210	806	5
1833	1247	5
822	581	5
2256	207	5
2256	1555	5
2256	1328	5
1114	1227	5
2184	2113	5
692	15	5
1690	434	5
1778	1856	5
1529	1856	5
1909	766	5
534	462	5
2121	205	5
1915	1656	5
319	219	5
319	2198	5
319	925	5
828	81	5
663	1976	5
663	2132	5
58	2024	5
58	1845	5
663	1462	5
1177	1090	5
685	375	5
985	1040	5
2228	1647	5
553	1518	5
533	817	5
721	2155	5
721	1400	5
1882	1746	5
1583	1164	5
13	2104	5
607	990	5
607	269	5
1843	1873	5
718	653	5
1775	2176	5
1795	407	5
2187	1270	5
1366	549	5
548	796	5
476	1907	5
1334	143	5
256	912	5
1716	38	5
1463	2133	5
781	1489	5
1916	840	5
633	1107	5
633	1649	5
1228	2134	5
1195	1938	5
1247	408	5
430	659	5
1786	185	5
1116	964	5
1113	1964	5
1670	1864	5
42	944	5
1987	483	5
1141	1810	5
575	1812	5
517	554	5
846	564	5
1177	1948	5
685	538	5
180	1927	5
985	892	5
1001	2024	5
2228	1873	5
2228	1250	5
553	2242	5
2005	1868	5
866	2194	5
913	721	5
721	1395	5
721	1104	5
228	686	5
1882	1216	5
2286	2050	5
492	938	5
607	1846	5
320	1740	5
222	2244	5
1392	795	5
1920	1155	5
1795	1829	5
1134	1188	5
247	2268	5
2187	1814	5
1504	1863	5
1052	549	5
1366	388	5
733	1080	5
476	1881	5
1334	1955	5
360	1869	5
801	539	5
427	1816	5
1624	631	5
1188	217	5
403	404	5
1230	515	5
1463	955	5
1916	721	5
1842	487	5
633	517	5
633	1107	5
836	1505	5
1228	1938	5
2321	1181	5
1195	1868	5
1247	549	5
430	1899	5
1670	2257	5
2014	956	5
1987	1863	5
1088	324	5
575	2195	5
517	911	5
1849	2052	5
846	549	5
846	502	5
685	1659	5
685	795	5
1482	2195	5
2228	1646	5
2238	955	5
1483	549	5
866	443	5
721	540	5
721	382	5
1083	1880	5
1083	551	5
228	626	5
1882	936	5
1583	1514	5
13	2212	5
607	2220	5
320	2120	5
320	2097	5
718	1209	5
222	495	5
1392	126	5
1535	1311	5
1920	1791	5
1504	1085	5
1504	955	5
1052	1062	5
1888	1640	5
548	1250	5
1334	2079	5
1820	849	5
1820	2073	5
394	1869	5
360	841	5
1188	267	5
734	976	5
948	1640	5
1842	623	5
1543	516	5
633	2224	5
836	840	5
1228	1824	5
1228	1939	5
1247	806	5
1262	706	5
2341	970	5
1152	1052	5
1657	1288	5
705	1171	5
1786	1505	5
640	389	5
2014	1806	5
1975	1393	5
1987	2074	5
1141	1145	5
1849	1880	5
846	507	5
1177	1372	5
685	2052	5
685	549	5
1482	2114	5
1482	835	5
985	1214	5
1001	1856	5
2228	1311	5
2238	1814	5
1314	1092	5
2005	1069	5
721	2218	5
721	2218	5
721	278	5
1083	1181	5
1882	934	5
471	1837	5
13	1841	5
607	402	5
607	668	5
607	2257	5
320	2134	5
1843	1869	5
1392	1845	5
578	1841	5
1775	278	5
1134	1824	5
247	1461	5
2187	1413	5
1504	1915	5
1504	642	5
797	1818	5
1052	1426	5
548	2089	5
548	2152	5
1970	238	5
1334	2083	5
394	1365	5
360	2045	5
801	1585	5
427	578	5
256	1897	5
1624	2252	5
1188	1827	5
1463	2152	5
1463	209	5
1173	1549	5
734	1898	5
948	1723	5
781	924	5
1916	794	5
1916	539	5
1543	516	5
633	884	5
78	810	5
1228	483	5
1195	1859	5
1262	190	5
1147	539	5
430	539	5
1790	405	5
1116	1170	5
1113	1150	5
1975	1759	5
1064	327	5
1719	948	5
846	1486	5
1177	1740	5
685	1392	5
180	1915	5
1482	469	5
1482	2195	5
985	1002	5
2045	1870	5
2228	1229	5
2238	1933	5
553	1797	5
2005	402	5
2298	383	5
2298	1551	5
866	1471	5
913	639	5
721	1969	5
721	1555	5
1083	507	5
471	556	5
607	1414	5
320	282	5
1392	545	5
1535	120	5
1920	2190	5
578	623	5
2187	1554	5
1504	977	5
797	1181	5
1366	261	5
548	9	5
733	214	5
1970	1371	5
476	436	5
1334	1953	5
1334	774	5
1820	1841	5
1820	498	5
427	1064	5
1624	1505	5
403	1168	5
1716	278	5
1463	126	5
1463	809	5
1173	1216	5
954	1885	5
948	691	5
781	46	5
1916	1880	5
1916	1959	5
633	1927	5
836	217	5
1228	1450	5
2341	2056	5
1147	549	5
1657	1502	5
430	6	5
1786	476	5
1116	549	5
